
                               MEMON COMMODITIES
                               SHOP # 11, ZEENAT EXTENTION, GATE-A,    
                               DENSO HALL, KARACHI                     

                               O F F E R   L I S T

               

     LIST # : 000096          DATE    :  21/05/2023          PAGE :    1
     +------+--------------------------------+-------------+------------+
     | CODE |           ITEM NAME            |    BONUS    |  DISCOUNT  |
     |2900  |ESKEM 40MG CAP.HIGH-Q           |TP           |   0.00  %  |
     |4727  |LCYN 250MG TAB.HIGH-Q           |TP           |   0.00  %  |
     |6436  |ONE-3 40/240 TAB.               |TP           |   0.00  %  |
     |6437  |ONE-3 80/480 TAB.               |TP           |   0.00  %  |
     |7010  |POLYMALT TABLET HIGH-Q          |TP           |   0.00  %  |
     |7745  |RULING + 40MG SACHETS           |TP           |   0.00  %  |
     |7746  |RULING 20MG CAPSULE             |TP           |   0.00  %  |
     |7747  |RULING 40MG CAP.                |TP           |   0.00  %  |
                                                                  
     HIGH-Q BRIGHT DIST.                               
     |2109  |CYCIN 250MG TAB.HIGH-Q          |TP           |   0.00  %  |
     |2110  |CYCIN 500MG TAB.HIGH-Q          |TP           |   0.00  %  |
     |2197  |DAYTAXIME 1GM INJECTION         |             |   1.00  %  |
     |2198  |DAYTAXIME 250MG INJECTION       |             |   1.00  %  |
     |2199  |DAYTAXIME 500MG INJECTION       |             |   1.00  %  |
     |3094  |FAMOPSIN 20MG TAB BESSFAM       |TP           |   0.00  %  |
     |3464  |FREEHALE 4MG SACHET             |TP           |   0.00  %  |
     |3465  |FREEHALE 5MG TAB.               |TP           |   0.00  %  |
     |7262  |PYLOCLAR 250MG TAB.             |TP           |   0.00  %  |
     |7488  |REMATHAN INJECTION              |TP           |   0.00  %  |
     |9199  |VILDOMET 50/1000MG TAB          |TP           |   0.00  %  |
     |9200  |VILDOMET 50MG/850MG             |TP           |   0.00  %  |
     |9201  |VILDOS 50MG TAB.HIGH-Q          |TP           |   0.00  %  |
     |9536  |ZEENARYL 2MG TABLET             |TP           |   0.00  %  |
                                                                  
     HIGHNOON LABORATORIES                             
     |201   |AIRTAL 100MG TABLET             |             |   6.00  %  |
     |9744  |AIRTAL ER 100TAB                |             |   7.00  %  |
     |1937  |COMBIVAIR 200MG CAPSULE         |             |   5.00  %  |
     |1938  |COMBIVAIR 400MG CAPSULE         |             |   5.00  %  |
     |2129  |CYROCIN 500MG TAB.HIGHNOON      |             |   3.00  %  |
     |4248  |INHIBITOL CAP.                  |             |  25.00  %  |
     |4524  |KESTINE 10MG TABLET             |             |   4.00  %  |
     |4525  |KESTINE 20MG TABLET             |             |   2.00  %  |
     |5384  |MISAR 20MG TAB HIGHNOON         |             |   5.00  %  |
     |5389  |MISAR 80 MG                     |             |   5.00  %  |
     |5386  |MISAR AM 5/80 TAB HIGHNOON      |             |   5.00  %  |
     |0279  |MISAR H 40/12.5MG               |             |   5.00  %  |
     |7535  |REVOLIZER DEVICE                |NET 210      |   0.00  %  |
     |7692  |ROSULIN 20MG TAB.HIGHNOON       |             |   3.00  %  |
     |7693  |ROSULIN 5MG TAB.HIGHNOON        |             |   3.00  %  |
     |8518  |TAGIPMET 50/1000MG TAB.         |             |   2.00  %  |
     |8519  |TAGIPMET 50/500MG TABLET        |             |   2.00  %  |
     |0485  |TAGIPMET XR 50/1000             |             |   3.00  %  |
                                                                  
     HILTON                                            
     |565   |ARTEM DS 40/240 TAB.HILTON      |             |   3.00  %  |
     |566   |ARTEM DS 80/480MG TAB.HILTON    |             |   3.00  %  |
     |980   |BIFLOR SACHET                   |             |   2.00  %  |
     |1476  |CEFIM 30ML SYRUP SMALL HILTON   |             |   1.00  %  |
     |1477  |CEFIM 400MG CAPSULE HILTON      |             |   1.00  %  |
     |9830  |DOLGINA 60MG CAP                |             |   5.00  %  |
     |0258  |DUVEL PLUS 50/500               |             |   8.00  %  |
     |3261  |FIBO SACHET HILTON              |             |   3.00  %  |
     |3262  |FIBO SYRUP HILTON               |             |   4.00  %  |
     |4029  |HITOP 50MG TABLET               |             |   5.00  %  |
     |4630  |LACOLEP 50MG TAB HILTON         |             |   2.00  %  |
     |4743  |LEFORA 10MG TAB.HILTON          |             |   3.00  %  |
     |4744  |LEFORA 20MG TAB.HILTON          |             |   2.00  %  |
     |5738  |NEOGAB 100MG CAPSULE            |             |   6.00  %  |
     |5739  |NEOGAB 300MG CAPSULE            |             |   6.00  %  |
     |6934  |PIOZER 15MG HILTON              |             |   5.00  %  |
     |6935  |PIOZER 30MG HILTON              |             |   3.00  %  |
     |7345  |QUSEL 100MG TABLET HILTON       |             |   2.00  %  |
     |8116  |SITAGLU 100MG TAB.HILTON        |             |   2.00  %  |
     |9809  |SITAGLU MET 50/850              |             |   3.00  %  |
     |8119  |SITAGLUMET 50/1000MG TAB.OLD    |             |   5.00  %  |
     |8120  |SITAGLUMET 50/500MG TAB.        |             |   4.00  %  |
     |0291  |SITAMET XR 100/1000             |             |   4.00  %  |
     |8997  |UNIX TAB 100MG                  |             |   3.00  %  |
     |0109  |VONIZA 20MG TAB                 |             |   8.00  %  |
     |9416  |XEFECTA 400MG TAB               |             |  16.00  %  |
     |0135  |XENGLU 25MG TAB                 |             |   2.00  %  |
     |9427  |XIKA RAPID TABLET               |             |   8.00  %  |
     |9432  |XOBIX 7.5MG TABLET HILTON       |             |   2.00  %  |
     |9525  |ZEEGAP 50MG CAP.HILTON          |             |   2.00  %  |
     |9669  |ZOPENT 40MG TAB.HILTON          |             |   4.00  %  |
                                                                  
     HIMONT PHARMACEUTICALS                            
     |3059  |EZILAX  TABLET                  |             |  12.00  %  |
     |3959  |HI-LECTA CAPSLUE                |             |   6.00  %  |
     |3971  |HICAP-M TAB.60'S                |             |   8.00  %  |
     |6759  |PASMOLAX DROP                   |             |   5.00  %  |
     |6760  |PASMOLAX SYRUP                  |             |   5.00  %  |
     |7067  |PREGNOVIT TABLET 60'L           |             |  10.00  %  |
     |8192  |SOLOPHAR ORAL SPRAY             |             |   8.00  %  |
     |8235  |SPASFON INJECTION               |             |  10.00  %  |
     |9087  |VC-CAL SACHET                   |             |  14.00  %  |
                                                                  
     HORIZON PHARMA                                    
     |879   |BENZIM 40MG TAB.HORIZON         |             |  25.00  %  |
     |039   |DEXXOO 30MG CAP                 |             |   2.00  %  |
     |040   |DEXXOO 60MG CAP                 |             |   2.00  %  |
     |0419  |EMPA M XR 12/1000               |             |   2.00  %  |
     |3490  |FUNGE 250MG TAB.                |             |  15.00  %  |
     |3777  |GLYSET 1MG TABLET HORIZON       |             |  16.00  %  |
     |3778  |GLYSET 2MG TABLET HORIZON       |             |  16.00  %  |
     |3779  |GLYSET 3MG TABLET HORIZON       |             |  16.00  %  |
     |4308  |IPRIDE 50MG TABLET              |             |  25.00  %  |
     |4713  |LASTOLIP 10MG TABLET            |             |  16.00  %  |
     |4714  |LASTOLIP 20 MG                  |             |  16.00  %  |
     |5042  |M.COM 7.5MG TABLET              |             |  16.00  %  |
     |5197  |MEDIGESIC FORTE TAB             |             |  20.00  %  |
     |5198  |MEDIGESIC TABLET                |             |  20.00  %  |
     |5509  |MOTILIUM TAB NEW                |             |   3.00  %  |
     |7934  |SELECO 100MG TAB.HORIZON        |             |  18.00  %  |
     |8124  |SIZZLE 120MG TABLET             |             |  16.00  %  |
     |8126  |SIZZLE 60MG TABLET              |             |  16.00  %  |
     |0250  |STAARS 10MG HORIZON PHR         |             |   3.00  %  |
     |0251  |STAARS 20MG HORIZON PHARMA      |             |   3.00  %  |
     |0420  |VONNP 10MG                      |             |   2.00  %  |
     |0421  |VONNP 20MG                      |             |   2.00  %  |
                                                                  
     ICI                                               
     |9823  |ALCUFLEX 550 TAB                |             |  10.00  %  |
     |2954  |ETIPRO CAPSULE                  |             |  35.00  %  |
     |4216  |INDERAL 40MG TABLET             |             |   2.00  %  |
     |7226  |PROXEN 500MG TABLET             |             |   6.00  %  |
                                                                  
     IMPORTEDITEM697642603222697238                    
     |9296  |WARFARIN TABLET                 |             |  20.00  %  |
                                                                  
     INDUS PHARMA                                      
     |1141  |BROMALEX 3MG TABLET             |             |  10.00  %  |
     |2634  |DYCLO 50 TABLET                 |             |  20.00  %  |
     |2636  |DYCLO INJECTION                 |NET 255      |   0.00  %  |
     |2637  |DYCLO P TABLET                  |             |  20.00  %  |
     |2875  |ERYTHROCIN 500MG TABLET         |             |   1.00  %  |
     |4218  |INDOFER PLUS TABLET INDUS       |             |  15.00  %  |
     |4223  |INDOKAST SACHETS INDUS          |             |  25.00  %  |
     |5159  |MAXPAN 200MG SYRUP              |             |  25.00  %  |
     |5160  |MAXPAN 400MG CAPSULE            |             |  25.00  %  |
     |5320  |METOCLON 10MG INJ.              |NET 300      |   0.00  %  |
     |0267  |ONSERON SYRP 25ML               |             |   2.00  %  |
                                                                  
     INNVOTEK                                          
     |37    |BACLIN 10MG TAB                 |             |   3.00  %  |
                                                                  
     JANSSEN                                           
     |2161  |DAKTARIN ORAL GEL               |             |   1.00  %  |
     |3834  |GYNO-DAKTARIN CREAM             |             |   4.00  %  |
     |4201  |IMODIUM CAPS                    |             |   2.00  %  |
     |5505  |MOTILIUM SYRUP                  |             |   2.00  %  |
     |5507  |MOTILIUM V TABLET               |             |   6.00  %  |
     |8054  |SIBELIUM CAPSULE                |             |   5.00  %  |
     |8348  |STUGERON FORT CAPSULE           |             |   8.00  %  |
     |8349  |STUGERON TABLET                 |             |   6.00  %  |
     |9149  |VERMOX 100MG TAB.JANSSEN        |             |   8.00  %  |
     |9150  |VERMOX 500MG TAB.               |             |   8.00  %  |
                                                                  
     KNOLL PHARMACEUTICALS LTD                         
     |525   |ARINAC FORTE TABLET             |NET 800      |   0.00  %  |
     |526   |ARINAC TABLET                   |NET 420      |   0.00  %  |
                                                                  
     KURATIVE PAK(PVT) LTD.                            
     |7640  |RITHMO DROP                     |20PSC 8      |   6.00  %  |
     |9053  |VALCARD 5/80 TAB EFROZE         |             |  26.00  %  |
                                                                  
     LINZ PHARMA                                       
     |4839  |LINZIM 4OO CAP                  |             |  15.00  %  |
     |7358  |QZONE 1GMIV INJECTION           |             |  35.00  %  |
                                                                  
     MACTER INTERNATIONA P.V.T.                        
     |1890  |COBOLMIN INJECTION              |             |  35.00  %  |
     |1891  |COBOLMIN TAB 500MG              |             |  33.00  %  |
     |7794  |SALMICORT 25/250 INHALER        |             |  12.00  %  |
     |7798  |SALNON INHALER MACTER           |             |  25.00  %  |
     |7827  |SANTE 40MG CAPSULE              |             |  35.00  %  |
     |8716  |TITAN 250 IM INJECTION          |             |  28.00  %  |
     |8717  |TITAN 250 IV INJECTION          |             |  28.00  %  |
     |8720  |TITAN 500 IV INJCETION          |             |  40.00  %  |
                                                                  
     MARTIN DOW                                        
     |488   |APRANAX 550MG TAB               |             |   7.00  %  |
     |503   |AQUAZOLE CREAM                  |             |  20.00  %  |
     |1064  |BON-ONE TABLET                  |             |   1.00  %  |
     |1223  |CAL-ONE-D 60ML SYRUP            |             |  14.00  %  |
     |1224  |CAL-ONE-D TAB.                  |             |  13.00  %  |
     |0143  |DOLOGAB 75MG CAP                |             |  12.00  %  |
     |0083  |DOWMOXI 400MG TAB               |             |  20.00  %  |
     |2909  |ESOMAX 20MG CAP.MARTIN          |             |  20.00  %  |
     |2910  |ESOMAX 40MG CAP.MARTIN          |             |  20.00  %  |
     |3504  |FUSIDERM H CREAM SEATLE         |             |  14.00  %  |
     |4332  |ISMO 20 TABLET                  |             |   5.00  %  |
     |0072  |LODOPHIN V 10/160               |             |  10.00  %  |
     |0073  |LODOPHIN V 5/160                |             |  10.00  %  |
     |7453  |REGRO 5% SOLUTION               |             |  20.00  %  |
     |7773  |SAFEPRAM 10MG TABLET            |             |  28.00  %  |
     |0115  |SITAPHAGE 5O/500MG              |             |  12.00  %  |
     |8661  |TESPRAL 50MG TABLET             |             |  10.00  %  |
     |8776  |TORADOL NEW INJECTION           |             |   6.00  %  |
     |9039  |VALIUM INJECTION.               |NET 300      |   0.00  %  |
                                                                  
     MARTINDALE HEALTHCARE                             
     |1246  |CALCITE 120ML SYP               |             |   4.00  %  |
                                                                  
     MASCON PHARMA                                     
     |5013  |LUTEVIT PLUS TABLET             |             |  20.00  %  |
                                                                  
     MASS PHARMA                                       
     |2076  |CRESTAT 10 NEW                  |             |   3.00  %  |
     |9011  |UROCIT - K TAB                  |             |   2.00  %  |
                                                                  
     MATRIX PHARMA                                     
     |2144  |D-MAX CHEW TAB                  |             |   2.00  %  |
     |9730  |SLIX SACHEE                     |             |   8.00  %  |
                                                                  
     MEDISURE PHARMA                                   
     |5809  |NEUROCOLINE INJECTION           |             |  28.00  %  |
     |5810  |NEUROCOLINE TABLET              |             |  15.00  %  |
                                                                  
     MEDITECK                                          
     |81    |GLYZIAMET 50/500MG TAB          |             |  30.00  %  |
                                                                  
     MISSION PHARMA                                    
     |2312  |DETRIFLOW TAB.                  |             |  16.00  %  |
     |9004  |URIFLOW 0.4MG CAPSULE           |             |  22.00  %  |
                                                                  
     MIX .                                             
     |4807  |LEZRA 2.5MG TAB                 |             |   8.00  %  |
     |547   |MONTIGET 10 NEW                 |             |  10.00  %  |
                                                                  
     MIX ITEMS                                         
     |2220  |DEEP HEAT CREAM                 |             |  12.00  %  |
     |8048  |SHE-VIT TAB                     |             |   3.00  %  |
                                                                  
     MSD                                               
     |2214  |DECADRON 1CC NEW TP INJECTION   |             |   4.00  %  |
     |6832  |PEPCIDINE TAB 40MG              |             |  18.00  %  |
                                                                  
     NABIQASIM0345-2361825ZIA                          
     |58    |ACEFYL COUGH SYRUP              |             |   5.00  %  |
     |9746  |CO DEPRICAP 3MG /25MG CAP       |             |   1.00  %  |
     |1854  |CO-DEPRICAP 6/25MG              |             |   3.00  %  |
     |2882  |ES-PRAMCIT 20MG TABLET          |             |  15.00  %  |
     |3358  |FLUDERM 150MG CAPSULE           |             |  20.00  %  |
     |0099  |GLYTEC 50/1000                  |             |  14.00  %  |
     |0538  |GLYTEC 50/500                   |             |  14.00  %  |
     |5176  |MECOBAL INJECTION               |             |  15.00  %  |
     |8322  |STIR UP TAB.NABIQASIM           |             |  10.00  %  |
                                                                  
     NEUTRO PHARMA                                     
     |4227  |INDROP D CAP 5000 LARG          |             |  25.00  %  |
     |4228  |INDROP-D CAP NEW                |             |  15.00  %  |
     |4229  |INDROP-D INJECTION              |             |  16.00  %  |
                                                                  
     NEXT PHARMA                                       
     |2913  |ESONEXT 20MG CAP.               |             |  30.00  %  |
                                                                  
     NOVARTIS CH GROUP                                 
     |9717  |CAC PLUS TAB                    |             |   1.00  %  |
     |9273  |VOLTRAL GEL 50GM EXTRA LARGE    |             |   1.00  %  |
                                                                  
     NOVARTIS PHARMA3328231115MASUD                    
     |7814  |SITAGLU MET XR 50/500MG         |             |   3.00  %  |
     |9272  |VOLTRAL 50MG TABLET NOVARTIS    |             |   1.00  %  |
                                                                  
     NOVARTIS PREMIER                                  
     |9503  |ZATOFEN TABLET                  |             |   1.00  %  |
                                                                  
     NOVINS INTERNATIONAL                              
     |6049  |NOVIPRAZ 10MG TAB.              |             |  10.00  %  |
     |6050  |NOVIPRAZ 20MG TAB.              |             |  10.00  %  |
     |7192  |PROSTRYL TAB.NOVINS             |             |   5.00  %  |
                                                                  
     OBS PHARMA                                        
     |7497  |RENITEC 5MG                     |             |   1.00  %  |
                                                                  
     OTSUKA                                            
     |2     |BC-2 BIO AM TABROS              |             |   3.00  %  |
     |5     |COLOREST DROP                   |             |   2.00  %  |
     |4     |DUZALTA 20MG CAP                |             |  10.00  %  |
                                                                  
     PACIFIC                                           
     |1914  |COLENTICON GEL PACIFIC          |             |   5.00  %  |
     |2053  |CRAFILM SYRUP 120ML PACIFIC     |             |  10.00  %  |
     |2054  |CRAFILM TABLET PACIFIC          |             |   1.00  %  |
     |3627  |GENURIN FORTE TABLET            |             |   2.00  %  |
     |4788  |LEVOPRAID 50MG TAB.             |             |   5.00  %  |
                                                                  
     PARKE-DAVIS                                       
     |7020  |PONSTAN FORT TABLET             |             |   1.00  %  |
     |7022  |PONSTAN TABLET                  |             |   2.00  %  |
                                                                  
     PFIZER LABORATORIES                               
     |2236  |DELTACORTRIL LARGE              |             |   1.00  %  |
     |3165  |FELDENE 20MG CAPSULE            |             |   5.00  %  |
     |3166  |FELDENE 20MG TABLET             |             |   5.00  %  |
     |9179  |VIBRAMYCIN CAPS 100MG           |             |   2.00  %  |
                                                                  
     PHARMADIC                                         
     |5434  |MODRIN TAB MOTIVAL              |             |   2.00  %  |
     |6440  |ONSET-8 MG TAB                  |             |   4.00  %  |
                                                                  
     PHARMEVO PRIVATE LIMITED                          
     |107   |ACTIFLOR SACHET PHARMEVO        |             |  10.00  %  |
     |508   |ARBI 300 MG TAB                 |             |   3.00  %  |
     |509   |ARBI-D 150/12.5MG               |             |   3.00  %  |
     |704   |AVSAR 160/10MG TAB.PHARMEVO     |             |   1.00  %  |
     |705   |AVSAR 160/5MG TAB.PHARMEVO      |             |   1.00  %  |
     |2936  |ESTAR 10MG TABLET               |             |   3.00  %  |
     |2938  |ESTAR 5MG TABLET                |             |   4.00  %  |
     |2989  |EVOPRIDE 2MG TAB.               |             |  10.00  %  |
     |2991  |EVOPRIDE 4MG TAB.               |             |  10.00  %  |
     |2993  |EVOPRIDE PLUS 2MG TAB.          |             |   3.00  %  |
     |3793  |GOURIC 80MG TAB.PHARMEVO        |             |   6.00  %  |
     |4267  |INOSITA 50MG TAB.               |             |   2.00  %  |
     |4269  |INOSITA PLUS 50/500 TAB.        |             |   1.00  %  |
     |9725  |KALSOB TAB                      |             |   8.00  %  |
     |4979  |LOWPLAT PLUS 150MG TABLET       |             |   2.00  %  |
     |5928  |NISE TAB.PHARMEVO               |             |   3.00  %  |
     |6439  |ONITA SACHET PHARMEVO           |             |   3.00  %  |
     |6558  |ORSLIM 120MG CAP PHARMEVO       |             |   1.00  %  |
     |7378  |RAMIPACE 1.25MGTABLET PHARMEVO  |             |   4.00  %  |
     |7380  |RAMIPACE 2.5MG TABLET PHAR      |             |   4.00  %  |
     |7381  |RAMIPACE 5MG TABLET PHARMEVO    |             |   6.00  %  |
     |9383  |X-PLENDED 10MG TABLET           |TP           |   0.00  %  |
     |9385  |X-PLENDED 5MG TABLET            |TP           |   0.00  %  |
     |0114  |XILICA 75MG                     |             |   5.00  %  |
                                                                  
     PLATINUM PHARMA                                   
     |1432  |CEDROX 125MG SYRUP PLATINUM     |             |   5.00  %  |
     |1434  |CEDROX 250MG SYRUP PLATINUM     |             |   5.00  %  |
     |4270  |INOSITA XR 100/1000             |             |   3.00  %  |
     |6600  |OSSOBON-D SYRUP                 |             |   5.00  %  |
     |6601  |OSSOBON-D TABLET                |             |   5.00  %  |
     |6973  |PLAZO 500MG TAB                 |             |   8.00  %  |
     |6975  |PLAZO TAB.250MG                 |             |   6.00  %  |
     |8990  |UNIFYLINE SYP 100MG             |             |   5.00  %  |
                                                                  
     QARSHI JJ                                         
     |4385  |JUST-NN 5MG TAB                 |             |   5.00  %  |
                                                                  
     R G PHARMA                                        
     |5089  |MALTOFER DROPS                  |             |   2.00  %  |
                                                                  
     RAYON'S                                           
     |7869  |SCABIX SOAP                     |             |   8.00  %  |
                                                                  
     RECKITT & COLMAN                                  
     |2489  |DISPRIN TAB.100'S SMALL         |             |   1.00  %  |
     |3578  |GAVISCON 120ML SMALL            |NET 115      |   0.00  %  |
                                                                  
     REMINGTON                                         
     |6125  |OCUMOX-D DROP                   |             |  15.00  %  |
                                                                  
     REMINGTON LOCAL                                   
     |911   |BETA F CREAM                    |             |   2.00  %  |
                                                                  
     ROCHE SUGAR STRIPES                               
     |43    |HINUBON 50 PLUS TAB             |             |   6.00  %  |
                                                                  
     SAFFRON PHARMA                                    
     |2942  |ESTRANOR TAB.SAFFRON            |             |  12.00  %  |
     |4941  |LORICAM 8MG TAB                 |             |  10.00  %  |
     |7218  |PROVATE OINTMENT                |             |   8.00  %  |
     |8638  |TERBISIL 125MG TAB SFFRON       |             |   6.00  %  |
     |8639  |TERBISIL 250MG TAB.SFFRON       |             |   6.00  %  |
                                                                  
     SAMI                                              
     |0435  |2SUM 1G INJ                     |             |   4.00  %  |
     |465   |ANTIAL TAB 10MG                 |             |   2.00  %  |
     |514   |ARCEVA 80/480MG TAB.SAMI        |             |   6.00  %  |
     |0286  |AZITMA 250MG                    |             |   3.00  %  |
     |0285  |AZITMA 500MG                    |             |   5.00  %  |
     |1019  |BISLERI CHEWABLE TABLET         |             |   2.00  %  |
     |2396  |DICLORAN 75MG INJECTION         |             |   2.00  %  |
     |109   |GLYZIAMET 50/1000 AGP           |             |  25.00  %  |
     |3794  |GPRIDE 1MG TABLET SAMI          |             |   5.00  %  |
     |3795  |GPRIDE 2MG TABLET SAMI          |             |   5.00  %  |
     |4297  |INTIG-D SYRUP                   |             |   4.00  %  |
     |4298  |INTIG-D TAB SAMI                |             |   3.00  %  |
     |4363  |ITAGLIP PLUS 50+500 TAB SAMI    |             |   5.00  %  |
     |4556  |KINZ 20MG INJ                   |CUT          |   8.00  %  |
     |5047  |MABIL INJECTION                 |             |   3.00  %  |
     |5480  |MONTIKA SACHET SAMI             |             |   4.00  %  |
     |0406  |NIVADAR 1GM INJ                 |             |   5.00  %  |
     |0404  |NIVADAR 250MG INJ               |             |   5.00  %  |
     |0405  |NIVADAR 500MG INJ               |             |   5.00  %  |
     |6040  |NOVIDAT 250MG SYRUP             |             |   1.00  %  |
     |6042  |NOVIDAT 500MG TABLET            |             |   1.00  %  |
     |6044  |NOVIDAT INJECTION               |             |   1.00  %  |
     |0484  |NOVOTEPH 40 NEW                 |             |   7.00  %  |
     |6416  |ONATO 5MG TABLET                |             |   3.00  %  |
     |0304  |OTID 125SYRP                    |             |   7.00  %  |
     |6646  |OXIDIL 1GM IV INJECTION         |             |   3.00  %  |
     |6648  |OXIDIL 250MG IV INJ             |             |   3.00  %  |
     |0133  |OXIDIL 500 IV NEW               |             |   3.00  %  |
     |7214  |PROVAS 1GM/100ML INFUSION       |TP           |   0.00  %  |
     |7215  |PROVAS 2ML INJ                  |             |   1.00  %  |
     |0056  |PROVAS N FORT                   |20PSC 3.5    |   2.00  %  |
     |0318  |SLAT 250MG SYP                  |             |  12.00  %  |
     |8758  |TONOFLEX 50MG CAP.SAMI          |             |   3.00  %  |
     |8760  |TONOFLEX-P TAB.SAMI             |             |   1.00  %  |
     |9457  |XYQUIL DR TAB SAMI              |             |   2.00  %  |
                                                                  
     SANDOS                                            
     |728   |AZOMAX 250MG CAP.               |TP           |   0.00  %  |
                                                                  
     SAVIOUR PHARMA                                    
     |1221  |CAL-D TABLET                    |NET 120      |   0.00  %  |
                                                                  
     SCHAZOO ZAKA                                      
     |8524  |TALAM 5/40 TAB                  |             |  22.00  %  |
                                                                  
     SCHERING                                          
     |7142  |PROGYLUTON TAB                  |NET 300      |   0.00  %  |
     |8812  |TRAVOCORT CREAM                 |             |   6.00  %  |
                                                                  
     SCOTMANN PHARMA                                   
     |8392  |SUNNY D CAP                     |             |   3.00  %  |
     |8393  |SUNNY D INJ 1AMP                |             |  20.00  %  |
                                                                  
     SEARLE A GROUP                                    
     |215   |ALDACTONE 100 TABLET            |             |   1.00  %  |
     |1200  |BYSCARD 10MG TAB                |             |   2.00  %  |
     |1201  |BYSCARD 2.5MG TAB.              |             |   2.00  %  |
     |1202  |BYSCARD 5MG TAB.                |             |   3.00  %  |
     |3808  |GRAVINATE INJECTION             |OLD TP       |   0.00  %  |
     |4403  |JENTIN MET 50/1000              |             |   3.00  %  |
     |4404  |JENTIN MET 50/500               |             |   3.00  %  |
     |6790  |PEDITRAL O.R.S LEMON            |NET 455      |   0.00  %  |
     |8798  |TRAMAL CAP. 50MG                |             |   2.00  %  |
     |8799  |TRAMAL INJ. 100MG               |             |   2.00  %  |
     |8800  |TRAMAL PLUS TAB                 |             |   2.00  %  |
     |8801  |TRAMAL SR TABLET                |             |   2.00  %  |
     |9253  |VITRUM TABLET SEARLE            |             |   2.00  %  |
                                                                  
     SEARLE B GROUP                                    
     |3029  |EXTOR 5/160MG SEARLE            |TP           |   0.00  %  |
     |3030  |EXTOR 5/80MG SEARLE             |TP           |   0.00  %  |
     |4796  |LEVOXIN 250MG TAB.SEARLE        |             |  18.00  %  |
     |4797  |LEVOXIN 500MG TAB.SEARLE        |             |  18.00  %  |
     |5485  |MORCET 10MG TABLET              |             |   2.00  %  |
     |6072  |NUBEROL FORTE TAB               |50PSC 6      |   4.00  %  |
     |6073  |NUBEROL TABLET                  |             |   3.00  %  |
     |7933  |SELANZ SR CAPSULE               |             |   8.00  %  |
     |8459  |SUSTAC TAB 6.4MG                |             |   2.00  %  |
     |9071  |VAPTOR 5MG TABLET SEARLE        |             |   3.00  %  |
                                                                  
     SEATLE PHARMA                                     
     |1777  |CLINACIN GEL SEATLE             |             |  20.00  %  |
                                                                  
     SERVIER                                           
     |9080  |VASTAREL MR TABLET              |STAM PRINT   |   2.00  %  |
                                                                  
     SHAIGAN                                           
     |2934  |ESSO 20MG CAP.SHAIGAN           |CUT          |  18.00  %  |
     |9724  |ESSO 40 INJ                     |             |  30.00  %  |
     |2935  |ESSO 40MG CAP.SHAIGAN           |CUT          |  20.00  %  |
     |3483  |FUDIC CREAM LARG SHAIGAN        |             |   8.00  %  |
     |4425  |JOVIT TABLET                    |CUT          |  20.00  %  |
     |4671  |LALAP 50 NEW                    |             |   2.00  %  |
                                                                  
     SJG                                               
     |900   |BERICA TAB                      |             |   5.00  %  |
     |1009  |BIONIC TABLET SJG               |             |   2.00  %  |
     |1073  |BONE LIFT 0.5MG TAB.            |             |   6.00  %  |
     |1346  |CARA 20MG TABLET                |             |   2.00  %  |
     |2574  |DRATE 70MG TABLET               |             |   5.00  %  |
     |5512  |MOTU 15MG TAB                   |             |   6.00  %  |
     |5513  |MOTU 7.5 TAB                    |             |   6.00  %  |
     |7458  |REIN CAPSULE                    |             |   3.00  %  |
     |8678  |THIOLAX CAPSULE SJG             |             |   3.00  %  |
                                                                  
     SQUIBB                                            
     |1697  |CIPVAL 250MG TAB.GLAXO          |             |   3.00  %  |
     |1698  |CIPVAL 500MG TAB.GLAXO          |             |   4.00  %  |
     |2625  |DURICEF 500MG CAPSULES          |             |   1.00  %  |
                                                                  
     STIEFEL                                           
     |9632  |ZOLANIX 150MG CAPSULE           |             |   1.00  %  |
                                                                  
     SURGE                                             
     |2925  |ESPIDONE 1MG TABLET             |             |   8.00  %  |
     |2926  |ESPIDONE 2MG TABLET             |             |   7.00  %  |
     |7473  |RELINE 100MG TAB.               |KARACHI      |   6.00  %  |
     |7474  |RELINE 50MG TABLET              |KARACHI      |   6.00  %  |
                                                                  
     SURGICAL                                          
     |2669  |ECASIL 600 INJ                  |             |   3.00  %  |
                                                                  
     TABROS PHARMA                                     
     |0341  |B-LIVE SCH                      |             |  15.00  %  |
     |0257  |CARTINOVEX PLUS TAB             |             |  20.00  %  |
     |0385  |CDK TAB                         |             |   6.00  %  |
     |0365  |CLENIL COMP NEW                 |             |  -1.00  %  |
     |0237  |COMBIHAL ORAL RESPULS           |             |   6.00  %  |
     |0269  |COSMIN-A                        |FRESH        |  12.00  %  |
     |2099  |CUTIS 125MG TABLET TABROS       |             |   8.00  %  |
     |2617  |DURAGESIC FORTE TAB.            |             |   8.00  %  |
     |0315  |EBALIN 100MG                    |             |  10.00  %  |
     |0138  |ECASIL 600MG TAB                |RIHT RUB     |   5.00  %  |
     |0254  |EXLANT 30MG                     |             |   8.00  %  |
     |3280  |FIXITIL SYRUP SMALL 30ML        |             |  10.00  %  |
     |0359  |FLEET 75 NEW                    |             |   3.00  %  |
     |3384  |FOCIN SYRUP TABROS              |             |   1.00  %  |
     |3385  |FOCIN ULTRA 30GM SACHT          |             |   1.00  %  |
     |0340  |FORT COMBIVAIR                  |             |   3.00  %  |
